朝代;年;月;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;又名;民族;旗分;旗分（或）;爵位;科举;科举（其他）
道光;三十;4;1850;4;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;广林;1;;蒙古;正黄;;;进士;
乾隆;四十三;;1778;;副都统;黑龙江副都统;副都统;副都统;从二;;庆临;1;;满洲;正白;;;;
道光;二十二;7;1842;7;副都统;盛京副都统;副都统;副都统;从二;;庆住;1;;满洲;镶蓝;;;;
咸丰;四;5;1854;5;副都统;熊岳副都统;副都统;副都统;从二;;庆如;1;;满洲;镶黄;;荫生;;
嘉庆;十八;8;1813;8;副都统;锦州副都统;副都统;副都统;从二;;庆惠;1;;蒙古;正白;;荫生;;
同治;三;8;1864;8;副都统;盛京副都统;副都统;副都统;从二;;庆春;2;;满洲;正黄;;;;
同治;四;2;1865;2;副都统;盛京副都统;副都统;副都统;从二;;庆春;2;;满洲;正黄;;;;
同治;四;;1865;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;庆春;1;;满洲;正黄;;;;
同治;四;5;1865;5;副都统;锦州副都统;副都统;副都统;从二;;庆春;1;;满洲;正黄;;;;
同治;四;5;1865;5;副都统;吉林副都统;副都统;副都统;从二;;庆林;1;;;;;;;
道光;十六;12;1836;12;奉天府;奉天府府尹;府尹;府尹;正三;;庆林;1;;满洲;正白;;;;
同治;四;;1865;;副都统;宁古塔副都统;副都统;副都统;从二;;庆林;1;;;;;;;
乾隆;四十七;9;1782;9;吉林将军;吉林将军;将军;将军;从一;;庆桂;1;;满洲;镶黄;;;荫生;
嘉庆;五;8;1800;8;副都统;三姓副都统;副都统;副都统;从二;;庆溥;1;;满洲;镶黄;;;;
乾隆;五十八;1;1793;1;副都统;熊岳副都统;副都统;副都统;从二;;庆玉;1;;满洲;镶黄;;;;
嘉庆;二;8;1797;8;副都统;锦州副都统;副都统;副都统;从二;;庆玉;1;;满洲;镶黄;;;;
道光;二十九;11;1849;11;副都统;熊岳副都统;副都统;副都统;从二;;庆玺;1;;;;;;;
光绪;二十二;2;1896;2;副都统;三姓副都统;副都统;副都统;从二;;庆祺;1;;汉军;正白;;马甲;;
道光;二十六;6;1846;6;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;宗室;庆祺;1;庆安;满洲;正蓝;;;进士;
咸丰;六;3;1856;3;盛京将军;盛京将军;将军;将军;从一;宗室;庆祺;2;;满洲;正蓝;;;进士;
咸丰;七;;1857;;盛京将军;盛京将军;将军;将军;从一;宗室;庆祺;2;;满洲;正蓝;;;进士;
道光;二十六;6;1846;6;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;庆祺;1;;满洲;正蓝;;;进士;
光绪;二十八;9;1902;9;副都统;宁古塔副都统;副都统;副都统;从二;;庆禄;1;;蒙古;正红;;披甲;;
光绪;九;12;1883;12;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;庆裕;2;;满洲;正白;;;翻译生员;
光绪;一;4;1875;4;奉天府;奉天府府尹;府尹行巡抚事;府尹行巡抚事;正三;;庆裕;2;;满洲;正白;;;翻译生员;
乾隆;五十八;1;1793;1;副都统;熊岳副都统;副都统;副都统;从二;;庆裕;1;庆玉;满洲;正白;;;翻译生员;
光绪;九;;1883;;盛京将军;盛京将军;将军;将军;从一;;庆裕;1;;满洲;正白;;;翻译生员;
乾隆;四十七;4;1782;4;奉天将军;盛京将军;将军;将军;从一;;庆贵;2;;满洲;镶黄;;;荫生;
乾隆;五十二;12;1787;12;奉天将军;盛京将军;将军;将军;从一;;庆贵;2;;满洲;镶黄;;;荫生;
乾隆;五十九;12;1795;12;副都统;宁古塔副都统;副都统;副都统;从二;;庆霖;1;;满洲;正白;;;;
道光;二十二;6;1842;6;奉天府;奉天府府尹;府尹;府尹;正三;;庚福;1;;满洲;镶蓝;;;翻译举人;
道光;二十三;4;1843;4;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;庚福;1;;满洲;镶蓝;;;荫生;
嘉庆;五;10;1800;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;庚音;1;永龄;满洲;正黄;;亲军;;
嘉庆;五;3;1800;3;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;庚音布;1;;满洲;镶蓝;;;官学生;
康熙;三十四;11;1695;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;庸爱;1;;;;;;;
嘉庆;二十;12;1816;12;副都统;盛京副都统;副都统;副都统;从二;;廉善;1;;满洲;正黄;;;进士;
嘉庆;十八;4;1813;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;廉善;1;;满洲;正黄;;;进士;
康熙;十九;1;1680;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;廖旦;1;寥旦;满洲;正黄;;;;
康熙;四十八;3;1709;3;奉天府;奉天府府尹;府尹;府尹;正三;;廖腾煃;1;;汉;;;;举人;
同治;四;10;1865;10;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;延煦;1;;满洲;正蓝;;;进士;
光绪;二十二;;1896;;吉林将军;吉林将军;将军;将军;从一;;延茂;2;;汉军;正白;;;进士;
光绪;二十四;;1898;;吉林将军;吉林将军;将军;将军;从一;;延茂;2;;汉军;正白;;;进士;
光绪;二十三;6;1897;6;奉天府;奉天府府尹;府尹;府尹;正三;;廷杰;2;;满洲;正白;;;进士;
光绪;二十九;10;1903;10;奉天府;奉天府府尹;府尹;府尹;正三;;廷杰;2;;满洲;正白;;;进士;
光绪;三十一;;1905;;盛京将军;盛京将军;将军;将军;从一;;廷杰;1;;满洲;正白;;;进士;
光绪;三十;11;1904;11;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;廷杰;1;;满洲;正白;;;进士;
光绪;二十四;8;1898;8;奉天府;奉天府府尹;府尹;府尹;正三;觉罗;廷雍;1;;满洲;正红;;;贡生;
乾隆;三十八;6;1773;6;奉天将军;盛京将军;将军;将军;从一;宗室;弘晌;1;;满洲;镶蓝;;;;
道光;十七;9;1837;9;副都统;熊岳副都统;副都统;副都统;从二;;张仙保;1;;汉军;正黄;;;;
道光;十一;10;1831;10;副都统;阿勒楚喀副都统;副都统;副都统;从二;;张仲敬;1;;;;;;;
顺治;;;;;奉天府;奉天府府尹;辽阳府知府;辽阳府知府;正三;;张尚贤;2;;汉军;正蓝;;;贡生;
顺治;十四;;1657;;奉天府;奉天府府尹;府尹;府尹;正三;;张尚贤;2;;汉军;正蓝;;;贡生;
康熙;三十四;12;1695;12;奉天府;奉天府府尹;府尹;府尹;正三;;徐廷玺;1;;汉军;正白;;;荫生;
康熙;五十二;6;1713;6;副都统;盛京副都统;副都统;副都统;从二;;徐昌;1;;满洲;镶黄;;;;
顺治;十八;11;1661;11;奉天府;奉天府府尹;府尹;府尹;正三;;徐继炜;1;;汉军;正红;;;;
同治;六;8;1867;8;副都统;吉林副都统;副都统;副都统;从二;;徳英;2;;;;;;;
同治;;;;;副都统;吉林副都统;副都统;副都统;从二;;徳英;2;;;;;;;
同治;四;9;1865;9;吉林将军;吉林将军;将军;将军;从一;;徳英;1;;蒙古;镶黄;;;附生;
同治;三;7;1864;7;副都统;阿勒楚喀副都统;副都统;副都统;从二;;徳英;1;;;;;;;
同治;六;;1867;;黑龙江将军;黑龙江将军;将军;将军;从一;;徳英;2;;蒙古;镶黄;;;附生;
同治;九;;1870;;黑龙江将军;黑龙江将军;将军;将军;从一;;徳英;2;;蒙古;镶黄;;;附生;
道光;十五;1;1835;1;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;德兴;1;;满洲;镶黄;;;进士;
道光;十二;1;1832;1;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;德兴;1;;满洲;镶黄;;;进士;
道光;十三;6;1833;6;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;德兴;1;;满洲;镶黄;;;进士;
道光;三十;9;1850;9;副都统;锦州副都统;副都统;副都统;从二;;德兴;1;;满洲;镶黄;;;进士;
光绪;二十;12;1894;12;副都统;熊岳副都统;副都统;副都统;从二;;德升阿;1;;;;;;;
道光;二十四;2;1844;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;德厚;1;德宁;满洲;正红;;;进士;
道光;二十;6;1840;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;觉罗;德厚;1;德宁;满洲;正红;;;进士;
乾隆;十八;;1753;;副都统;三姓副都统;副都统;副都统;从二;;德宁;1;;满洲;镶黄;;;;
嘉庆;十五;8;1810;8;副都统;吉林副都统;副都统;副都统;从二;;德宁阿;1;;;;;;;
嘉庆;十五;8;1810;8;副都统;宁古塔副都统;副都统;副都统;从二;;德宁阿;1;;;;;;;
嘉庆;十五;6;1810;6;副都统;阿勒楚喀副都统;副都统;副都统;从二;;德宁阿;1;;;;;;;
乾隆;十九;;1754;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;德尔格;1;;满洲;镶白;;;;
乾隆;十三;3;1748;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;德尔格;1;;满洲;镶白;;;;
光绪;六;3;1880;3;副都统;伯都讷副都统;副都统;副都统;从二;;德平阿;1;;蒙古;镶红;;披甲;;
光绪;六;5;1880;5;副都统;宁古塔副都统;副都统;副都统;从二;;德平阿;1;;蒙古;镶红;;披甲;;
嘉庆;七;7;1802;7;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;德文;2;;满洲;正白;;;进士;
嘉庆;二十一;6;1816;6;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;德文;2;;满洲;正白;;;进士;
嘉庆;六;1;1801;1;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;德文;2;;满洲;正白;;;进士;
嘉庆;十九;11;1814;11;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;德文;2;;满洲;正白;;;进士;
嘉庆;十;12;1805;12;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;德文;1;;满洲;正白;;;进士;
乾隆;八;1;1743;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;德新;1;;满洲;镶黄;;;进士;
道光;十三;6;1833;6;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;德春;1;;满洲;镶黄;;;进士;
道光;十六;9;1836;9;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;德春;1;;满洲;镶黄;;;进士;
同治;一;12;1862;12;奉天府;奉天府府尹;府尹;府尹;正三;;德椿;2;;满洲;正蓝;;;监生;
同治;九;10;1870;10;奉天府;奉天府府尹;府尹;府尹;正三;;德椿;2;;满洲;正蓝;;;监生;
同治;二;11;1863;11;副都统;伯都讷副都统;副都统;副都统;从二;;德楞额;1;;汉军;正红;;;;
咸丰;九;7;1869;7;副都统;宁古塔副都统;副都统;副都统;从二;;德楞额;1;;汉军;正红;;;;
咸丰;十一;1;1861;1;副都统;阿勒楚喀副都统;副都统;副都统;从二;;德楞额;1;;汉军;正红;;;;
道光;四;12;1825;12;副都统;阿勒楚喀副都统;副都统;副都统;从二;;德海;1;;满洲;镶黄;;;;
道光;五;2;1825;2;副都统;黑龙江副都统;副都统;副都统;从二;;德海;1;;满洲;镶黄;;;;
乾隆;五十四;5;1789;5;副都统;阿勒楚喀副都统;副都统;副都统;从二;;德清阿;1;;;;;;;
嘉庆;三;1;1798;1;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;觉罗;德瑛;1;;满洲;镶黄;;;笔帖式;
嘉庆;二;1;1797;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;德瑛;1;;满洲;镶黄;;;笔帖式;
乾隆;五十七;9;1792;9;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;觉罗;德瑛;1;;满洲;镶黄;;;笔帖式;
乾隆;二十;6;1755;6;副都统;锦州副都统;副都统;副都统;从二;;德禄;1;;满洲;正白;;;;
乾隆;二十二;;1757;;副都统;黑龙江副都统;副都统;副都统;从二;;德禄;1;;蒙古;正黄;;;;
乾隆;四十三;12;1778;12;副都统;熊岳副都统;副都统;副都统;从二;;德福;1;;满洲;镶白;;;监生;
乾隆;四十四;3;1779;3;副都统;盛京副都统;副都统;副都统;从二;;德福;1;;满洲;镶白;;;监生;
乾隆;四十三;11;1778;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;德福;1;;满洲;正黄;;;荫生;
雍正;十三;1;1735;1;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;德福;1;;满洲;镶白;;;监生;
乾隆;三十五;5;1770;5;副都统;锦州副都统;副都统;副都统;从二;;德福;1;;满洲;镶白;;;监生;
道光;二;;1822;;黑龙江将军;黑龙江将军;将军;将军;从一;;德英阿;1;德宁阿;满洲;镶蓝;;;笔帖式;
宣统;二;9;1910;9;副都统;熊岳副都统;副都统;副都统;从二;;德裕;1;;;;;;;
宣统;二;9;1910;9;副都统;盛京副都统;副都统;副都统;从二;;德裕;1;;;;;;;
道光;十八;11;1838;11;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;德诚;2;;满洲;镶蓝;;;进士;
道光;十九;4;1839;4;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;德诚;2;;满洲;镶蓝;;;进士;
道光;十七;12;1836;12;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;德诚;1;;满洲;镶蓝;;;进士;
道光;十九;3;1839;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;德诚;1;;满洲;镶蓝;;;进士;
乾隆;三十八;8;1773;8;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;德风;1;;满洲;正白;;;进士;
乾隆;三十八;8;1773;8;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;德风;1;;满洲;正白;;;进士;
乾隆;四;9;1739;9;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;德龄;1;;满洲;镶黄;;;进士;
乾隆;十六;2;1751;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;德龄;1;;满洲;镶黄;;;进士;
乾隆;三十六;;1771;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;觉罗;志信;1;;满洲;正蓝;;;翻译生员;
同治;十二;4;1873;4;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;志和;1;;满洲;正蓝;;;进士;
同治;一;11;1862;11;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;志和;1;;满洲;正蓝;;;进士;
同治;四;;1865;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;志和;2;;满洲;正蓝;;;进士;
同治;十二;4;1873;4;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;志和;2;;满洲;正蓝;;;进士;
同治;一;11;1862;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;志和;1;;满洲;正蓝;;;进士;
光绪;十四;12;1888;12;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;怀塔布;1;;满洲;正蓝;;;荫生;
嘉庆;三;1;1798;1;副都统;齐齐哈尔副都统;副都统;副都统;从二;宗室;恒伯;1;;满洲;正红;;奉国将军;;
光绪;九;6;1883;6;副都统;三姓副都统;副都统;副都统;从二;觉罗;恒元;1;;满洲;镶红;;;;
光绪;二十四;12;1898;12;奉天府;奉天府府尹;府尹;府尹;正三;;恒寿;1;;满洲;正黄;;;官学生;
咸丰;三;1;1853;1;奉天府;奉天府府尹;府尹;府尹;正三;;恒春;1;;满洲;正白;;;进士;
咸丰;三;4;1853;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;恒春;1;;满洲;正白;;;进士;
道光;三十;7;1850;7;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;恒毓;3;;满洲;镶白;;;;
咸丰;一;9;1851;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;恒毓;3;;满洲;镶白;;;;
咸丰;三;;1853;;奉天府;奉天府府尹;府尹;府尹;正三;;恒毓;3;;满洲;镶白;;;;
道光;二十八;12;1848;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;恒毓;1;;满洲;镶白;;;;
咸丰;一;;1851;;盛京将军;盛京将军;将军;将军;从一;;恒毓;1;;满洲;镶白;;;;
道光;三十;7;1850;7;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;恒毓;1;;满洲;镶白;;;;
道光;二十九;;1849;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;恒毓;1;;满洲;镶白;;;;
乾隆;二十五;12;1760;12;吉林将军;吉林将军;将军;将军;从一;宗室;恒禄;1;恒鲁、亨鲁;满洲;镶蓝;;奉恩辅国公;;
乾隆;三十四;1;1769;1;奉天将军;盛京将军;将军;将军;从一;宗室;恒禄;1;恒鲁、亨鲁;满洲;镶蓝;;奉恩辅国公;;
嘉庆;十三;5;1808;5;副都统;伯都讷副都统;副都统;副都统;从二;;恒福;1;;满洲;镶黄;;;;
乾隆;五十三;十;1788;10;吉林将军;吉林将军;吉林将军;;从一;宗室;恒秀;3;;满洲;镶蓝;;;;
乾隆;五十三;10;1788;10;吉林将军;吉林将军;将军;将军;从一;宗室;恒秀;3;;满洲;镶蓝;;侍卫;;
乾隆;五十六;9;1791;9;吉林将军;吉林将军;将军;将军;从一;宗室;恒秀;3;;满洲;镶蓝;;;;
乾隆;四十七;10;1782;10;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;恒秀;1;;满洲;镶蓝;;;;
道光;十八;9;1838;9;副都统;伯都讷副都统;副都统;副都统;从二;;恒通;1;;满洲;正黄;;;;
乾隆;二十;10;1755;10;奉天府;奉天府府尹;府尹;府尹;正三;;恩丕;1;;满洲;镶白;;;;
乾隆;二十七;12;1762;12;副都统;锦州副都统;副都统;副都统;从二;;恩丕;1;;满洲;正红;;;;
光绪;五;11;1879;11;副都统;熊岳副都统;副都统;副都统;从二;;恩佑;1;;蒙古;正黄;;;;
光绪;八;10;1882;10;副都统;伯都讷副都统;副都统;副都统;从二;;恩光;1;;满洲;镶白;;;;
咸丰;三;1;1853;1;吉林将军;吉林将军;将军;将军;从一;宗室;恩华;1;;满洲;镶蓝;;;;
同治;四;6;1865;6;吉林将军;吉林将军;将军;将军;从一;;恩合;1;;蒙古;正黄;;;;
光绪;二;7;1876;7;副都统;墨尔根副都统;副都统;副都统;从二;;恩合;1;;蒙古;正黄;;;;
同治;;;;;副都统;盛京副都统;副都统;副都统;从二;;恩合;1;;蒙古;正黄;;;;
同治;四;7;1865;7;盛京将军;盛京将军;将军;将军;从一;;恩合;1;;蒙古;正黄;;;;
同治;一;4;1862;4;副都统;锦州副都统;副都统;副都统;从二;;恩合;2;;蒙古;正黄;;;;
同治;二;1;1863;1;副都统;锦州副都统;副都统;副都统;从二;;恩合;2;;蒙古;正黄;;;;
嘉庆;二十一;10;1816;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;恩宁;1;恩铭;满洲;正红;;;进士;
嘉庆;二十一;6;1816;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;恩宁;1;;满洲;正红;;;进士;
嘉庆;四;11;1799;11;奉天府;奉天府府尹;府尹;府尹;正三;;恩明;1;;满洲;镶蓝;;;监生;
道光;十五;1;1835;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;恩桂;1;;满洲;镶蓝;;;进士;
光绪;九;7;1883;7;副都统;吉林副都统;副都统;副都统;从二;;恩泽;1;;蒙古;镶蓝;;领催;监生;
光绪;二十;;1894;;吉林将军;吉林将军;将军;将军;从一;;恩泽;1;;蒙古;镶蓝;;;监生;
光绪;二十;;1894;;黑龙江将军;黑龙江将军;将军;将军;从一;;恩泽;1;;蒙古;镶蓝;;;监生;
道光;十三;6;1833;6;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;恩特亨额;1;;满洲;镶蓝;;;官学生;
道光;十三;6;1833;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;恩特亨额;1;;满洲;镶蓝;;;官学生;
光绪;七;;1881;;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;恩福;2;;满洲;镶黄;;;监生;
光绪;二;10;1876;10;奉天府;奉天府府尹;府尹;府尹;正三;;恩福;2;;满洲;镶黄;;;监生;
光绪;七;;1881;;盛京将军;盛京将军;将军;将军;从一;;恩福;1;;满洲;镶黄;;;监生;
光绪;五;11;1879;11;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;恩福;1;;满洲;镶黄;;;监生;
同治;四;8;1865;8;奉天府;奉天府府尹;府尹;府尹;正三;;恩锡;1;;满洲;镶黄;;;监生;
光绪;二;4;1876;4;副都统;锦州副都统;副都统;副都统;从二;;恩麟;1;;蒙古;正黄;;;进士;
嘉庆;三;8;1798;8;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;恭泰;1;恭春;满洲;镶黄;;;进士;
同治;十;;1871;;奉天府;奉天府府尹;府尹;府尹;正三;;恭镗;1;;满洲;正黄;;;生员;
光绪;十二;;1886;;黑龙江将军;黑龙江将军;将军;将军;从一;;恭镗;2;;满洲;正黄;;;生员;
光绪;十四;;1888;;黑龙江将军;黑龙江将军;将军;将军;从一;;恭镗;2;;满洲;正黄;;;生员;
道光;二十;;1840;;吉林将军;吉林将军;将军;将军;从一;宗室;惟勤;1;;满洲;镶蓝;;;进士;
道光;二十;6;1840;6;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;宗室;惟勤;2;;满洲;镶蓝;;;进士;
道光;二十二;2;1842;2;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;宗室;惟勤;2;;满洲;镶蓝;;;进士;
道光;二十;1;1840;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;惟勤;1;;满洲;镶蓝;;;进士;
道光;二十;8;1840;8;副都统;盛京副都统;副都统;副都统;从二;宗室;惟勤;1;;满洲;镶蓝;;;进士;
道光;二十;6;1840;6;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;惟勤;1;;满洲;镶蓝;;;进士;
咸丰;一;1;1851;1;副都统;锦州副都统;副都统;副都统;从二;;惟禄;1;;;;;;;
道光;二十二;11;1842;11;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;惠丰;1;;满洲;镶黄;;;官学生;
道光;二十二;1;1842;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;惠丰;1;;满洲;镶黄;;;官学生;
道光;二十二;11;1842;11;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;惠丰;1;;满洲;镶黄;;;官学生;
道光;十六;9;1836;9;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;惠吉;1;;满洲;镶黄;;;荫生;
