履历类别;履历编码;姓名内编号;时间1朝代;时间1年;时间1公历年;时间2朝代;时间2年;时间2公历年;任职方式;任职地;任职职位;任职职位简写;履历特点;职位总序号;官职类别-编码1;来源;页码;衙门;官职类别;官职类别（124）-编码1;地区;地区-编码2;官职名称;官职内-编码3;品级;姓名;又名;任职朝代;任职年;任职西历年;任职月;任职季;任职日;任职西历时间;任职前职位;任职类别;离职朝代;离职年;离职西历年;离职月;离职季;离职日;离职西历时间;离职原因;离职原因简写;备注;出处-person ID;出处-人名权威资料;出处其他;生年;卒年;族;字;号;谥号;曾祖;祖父;父;兄1;兄2;兄3;兄4;兄5;兄6;兄7;兄8;兄9;兄10;兄11;子1;子2;子3;子4;子5;子6;子7;子8;子9;子10;子11;子12;子13;子14;子15;子16;孙1;孙2;孙3;孙4;孙5;孙6;孙7;孙8;孙9;孙10;孙11;孙12;孙13;孙14;孙15;孙16;民族;旗分;先赋;科举朝代;科年;科年公历;科举功名;世袭世职;其他出身;籍贯省;籍贯市;籍贯其他
1;12620;1;光绪;20;1894;;;;;吉林;会办吉林练军翼长;翼长;;482;1;魏秀梅职官表;822;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;88;从一;达桂;;光绪;三十;1904;四;4;;;;;;;;;;;;;;;;6241;;;;崔;馨山;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;汉军;正黄;;;;;;;;;;
2;5134;1;道光;;;咸丰;2;1852;;;笔帖式;笔帖式;;464;3;魏秀梅职官表;716;;副都统;3;黑龙江;7;黑龙江副都统;51;从二;文绪;;光绪;五;1879;七;7;三;18790820;;任;光绪;十;1884;四;夏;十五;18840509;实授将军;;七年十二月八日署将军;;5590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;汉军;镶黄;;;;;;;;;;
1;12438;1;;;;;;;;察哈尔;察哈尔佐领;佐领;;470;1;魏秀梅职官表;821;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;76;从一;定安;;光绪;六;1880;三;3;;;;;;;;;;;;;;;;6441;;;;叶赫那拉;静村;;;;;;;;;;;;;;;;;阿杨阿;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正黄;;;;;;;;;;
2;4979;0;;;;;;;;;;;;455;3;魏秀梅职官表;716;;副都统;3;黑龙江;7;黑龙江副都统;42;从二;富春;;道光;二十一;1841;十二;12;十四;18420124;;任;道光;二十六;1847;十二;冬;二十;18470205;因病解任;病;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;蒙古;镶红;;;;;;;;;;
2;4723;0;;;;;;;;;;;;419;3;;;;副都统;3;黑龙江;7;黑龙江副都统;6;从二;官保;;康熙;三十八;1699;;;;;;;;;;;;;;;;;;5715;;;;佟佳;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;;;;;
2;4751;0;;;;;;;;;;;;433;3;;;;副都统;3;黑龙江;7;黑龙江副都统;20;从二;雅图;;乾隆;二十;1755;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;;;;;;;;;;
2;4883;1;乾隆;24;1759;;;;袭;;佐领;佐领;;447;3;魏秀梅职官表;716;;副都统;3;黑龙江;7;黑龙江副都统;34;从二;灵泰;;嘉庆;五;1800;十一;11;十三;18001228;;任;嘉庆;十四;1809;三;春;十九;18090503;调齐齐哈尔副都统;调;;;2559;;;1814;富察;;;;;;格鲁;托蒙阿;;;;;;;;;;;伊克金保;穆克腾保;乌尔滚保;札克丹保;;;;;;;;;;;;;富长;;;;;;;;;;;;;;;;满洲;正蓝;;;;;;佐领;;;;
2;4732;0;;;;;;;;;;;;423;3;;;;副都统;3;黑龙江;7;黑龙江副都统;10;从二;额尔色;;康熙;五十九;1720;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶红;;;;;;;;;;
2;4745;1;乾隆;;;乾隆;;;;;乌鎗章京;;;432;3;;;;副都统;3;黑龙江;7;黑龙江副都统;19;从二;三格;;乾隆;十九;1754;;;;;;;;;;;;;;;;;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶白;;;;;;;;;;
1;12081;1;;;;嘉庆;10;1805;;热河;热河前锋蓝翎长;蓝翎长;;452;1;魏秀梅职官表;879;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;58;从一;奇明保;;道光;十五;1835;;;;;;;;;;;;;;;;;;7297;;1769;1843;乌扎拉;;;;;厄尔登厄;伍格;;;;;;;;;;;;福禄堪;;;;;;;;;;;;;;;;恩联;;;;;;;;;;;;;;;;满洲;正白;;;;;;前锋蓝翎长;热河驻防，由行伍升前锋蓝翎长;;;
1;12213;1;嘉庆;16;1811;嘉庆;16;1811;袭;;奉恩将军(袭);奉恩将军;;458;1;魏秀梅职官表;948;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;64;从一;英隆;;道光;二十七;1847;十一;11;;;;;;;;;;;;;;;;4536;;1793;1866;爱新觉罗;郅堂;菊人;;达明阿;兴彰阿;英章阿;;;;;;;;;;;;崇芳;庆耀;景康;常达;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶蓝;宗室;;;;;奉恩将军;;;;
2;5121;1;咸丰;11;1861;同治;;;;;防御;防御;佐领、副都统、将军;463;3;魏秀梅职官表;716;;副都统;3;黑龙江;7;黑龙江副都统;50;从二;依克唐阿;;光绪;二;1876;七;7;一;18760819;;任;光绪;五;1879;七;秋;三;18790820;调呼兰副都统;调;任职根据传包;;4261;;1834;1899;扎拉里;尧山，尧峰;;诚勇;忠山保;占喜;成德;;;;;;;;;;;;富隆额;;;;;;;;;;;;;;;;恩贵;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;马甲;;;;
1;11181;1;乾隆;24;1759;;;;袭;;奉恩将军(袭);奉恩将军;;425;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;31;从一;都尔嘉;;乾隆;五十四;1789;四;4;;;;;;;;;;;;;;;;1754;;;1805;;;;;;永德;格色泰;都尔哈;;;;;;;;;;;绷武布;阿诚;怀塔;阿尼雅布;;;;;;;;;;;;;布扎纳;布尔善;博明;;;;;;;;;;;;;;满洲;正白;宗室;;;;;奉恩将军;;;;
1;11954;1;嘉庆;21;1816;;;;;;头等侍卫;头等侍卫;;450;1;魏秀梅职官表;950;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;56;从一;奕经;;道光;十四;1834;十二;12;;;;;;;;;;;;;;;;427;;1791;1853;爱新觉罗;润峯;;;弘历;永瑆;绵懿;奕纪;;;;;;;;;;;载铿;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶红;宗室;;;;;侍卫;头等侍卫;;;
1;10821;1;康熙;36;1697;康熙;36;1697;;;拖色拉哈番=云骑尉;云骑尉;;404;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;10;从一;那苏图;;雍正;六;1728;;;;;;;;;;;;;;;;;;177;;;1749;戴佳;羲文;;恪勤;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;;;;;
1;10858;1;;;;雍正;7;1729;;镶红旗;齐齐哈尔城镶红旗协领;协领;;405;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;11;从一;卓尔海;;雍正;八;1730;一;1;;;;;;;;;;;;;;;;9909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶红;;;;;;;;;;
1;12114;1;嘉庆;1;1796;嘉庆;2;1797;;;健锐营前锋;前锋;;454;1;魏秀梅职官表;866;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;60;从一;哈丰阿;;道光;十五;1835;六;6;;;;;;;;;;;;;;;;420;;1772;1840;富察;;;悫勤;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;吉喜;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;前锋;健锐营前锋，军功;;;
1;11065;1;乾隆;5;1740;乾隆;17;1752;;;三等侍卫;三等侍卫;;420;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;26;从一;增海;;乾隆;三十五;1770;八;8;;;;;;;;;;;;;;;;1295;;;1773;;;;勤果;;;;;;;;;;;;;;;德清阿;德襄阿;舒翁阿;德隆阿;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;宗室;;;;;;;;;
1;10799;0;;;;;;;;;;;;398;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;4;从一;法都;;康熙;四十七;1708;十一;11;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正黄;宗室;;;;;;;;;
2;4742;0;;;;;;;;;;;;429;3;;;;副都统;3;黑龙江;7;黑龙江副都统;16;从二;玛希纳;;乾隆;一;1736;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;蒙古;正黄;;;;;;;;;;
1;11692;1;嘉庆;2;1797;嘉庆;2;1797;委署;;委署前锋校;前锋校;;442;1;魏秀梅职官表;845;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;48;从一;禄成;;道光;二;1822;十二;12;;;;;;;;;;;;;;;;1453;;1773;1828;赫舍里;;逊勇阿巴图鲁;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;蒙古;正红;;;;;;前锋校;委署前锋校;;;
2;4753;1;;;;乾隆;5;1740;;;闲散;;侍卫、将军、副都统;435;3;;;;副都统;3;黑龙江;7;黑龙江副都统;22;从二;傅玉;;乾隆;二十三;1758;;;;;;;;;;;;;;;;;;1634;;;1798;富察;;;;哈世屯;米思翰;李荣保;傅清;富文;傅恒;;;;;;;;;明俊;明祥;;;;;;;;;;;;;;;喜伦;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;;;;;
1;12259;1;道光;1;1821;道光;4;1824;;;三等侍卫;三等侍卫;;460;1;魏秀梅职官表;949;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;66;从一;奕山;;咸丰;五;1855;十二;12;;;;;;;;;;;;;;;;189;;1790;1878;爱新觉罗;静轩;;庄简;弘春;永晋;绵备;奕魁;;;;;;;;;;;载鷟;;;;;;;;;;;;;;;;溥瀚;;;;;;;;;;;;;;;;满洲;镶蓝;宗室;;;;;侍卫;三等侍卫;;;
1;12512;1;咸丰;11;1861;;;;;;防御;防御;;476;1;魏秀梅职官表;947;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;82;从一;依克唐阿;;光绪;十五;1889;一;1;;;;;;;;;;;;;;;;4261;;1834;1899;扎拉里;尧山，尧峰;;诚勇;忠山保;占喜;成德;;;;;;;;;;;;富隆额;;;;;;;;;;;;;;;;恩贵;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;马甲;;;;
1;11603;1;嘉庆;6;1801;道光;10;1830;世职;;奉恩镇国公;公;;439;1;魏秀梅职官表;950;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;45;从一;奕颢;;嘉庆;二十五;1820;四;4;;;;;;;;;;;;;;;;429;;1784;1843;爱新觉罗;;;;;;绵溥;;;;;;;;;;;;玉庆;玉衡;玉福;玉昌;玉英;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶蓝;宗室;;;;;镇国公;袭镇国公爵授散秩大臣;;;
1;11569;1;;;;嘉庆;11;1806;;;前锋校;前锋校;;437;1;魏秀梅职官表;940;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;43;从一;苏清阿;;嘉庆;;;;;;;;;;;;;;;;;;;;1085;;1773;1835;瓜尔佳;;;刚悫;;;;;;;;;;;;;;;丰绅;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶白;;;;;;;;;;
1;11398;1;乾隆;30;1765;乾隆;57;1792;;;二等辅国将军;辅国将军;;431;1;魏秀梅职官表;875;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;37;从一;景熠;;嘉庆;五;1800;一;1;;;;;;;;;;;;;;;;8109;;1745;1811;爱新觉罗;;;;根度;裕绶;嵩椿;景焕;;;;;;;;;;;禄崇;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶蓝;宗室;;;;;辅国将军;三等辅国将军;;;
1;10800;0;;;;;;;;;;;;399;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;5;从一;扬福;;康熙;四十八;1709;二;2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;宗室;;;;;;;;;
1;10801;1;康熙;52;1713;康熙;54;1715;;;奉恩将军;奉恩将军;;400;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;6;从一;三官保;;康熙;五十四;1715;五;6;;;;;;;;;;;;;;;;13828;;;1722;爱新觉罗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;;宗室;;;;;;;;;
2;4704;1;同治;;;同治;5;1866;;;蓝翎长;蓝翎长;;416;3;;;;副都统;3;黑龙江;7;黑龙江副都统;3;从二;讷钦;那钦、纳秦、讷钦那秦;康熙;二十四;1685;;;;;;;;;;;;;;;;;;5257;;1837;;瓜尔佳;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;;;;;
1;12346;1;道光;;;道光;12;1832;委;;前锋委笔帖式;笔帖式;;464;1;魏秀梅职官表;814;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;70;从一;富明阿;;同治;五;1866;;;;;;;;;;;;;;;;;;1801;;1806;1882;袁;治安;;威勤;袁贵;常在;袁赶;袁世有;袁世宽;;;;;;;;;;袁寿山;袁永山;;;;;;;;;;;;;;;袁庆奇;袁庆良;;;;;;;;;;;;;;;汉军;正白;;;;;;披甲(马甲);;;;
1;10805;0;;;;;;;;;;;;402;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;8;从一;成泰;;康熙;五十九;1720;二;2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正黄;;;;;;;;;;
2;4744;0;;;;;;;;;;;;431;3;;;;副都统;3;黑龙江;7;黑龙江副都统;18;从二;富尔松阿;;乾隆;十二;1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;;;;;;;;;;
1;12234;1;道光;13;1833;道光;24;1844;;;头等辅国将军(封);辅国将军;;459;1;魏秀梅职官表;949;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;65;从一;奕格;;咸丰;四;1854;二;2;;;;;;;;;;;;;;;;4471;;1805;1858;爱新觉罗;;;;弘晈;永福;绵誉;;;;;;;;;;;;载敦;载熙;;;;;;;;;;;;;;;溥静;溥耀;溥荣;;;;;;;;;;;;;;满洲;正蓝;宗室;;;;;辅国将军;头等辅国将军;;;
2;4838;1;乾隆;27;1762;乾隆;40;1775;;;三等侍卫;三等侍卫;;442;3;;;;副都统;3;黑龙江;7;黑龙江副都统;29;从二;永铎;;乾隆;四十三;1778;;;;;;;;;;;;;;;;;;13581;;;1834;爱新觉罗;;;;;允禔;弘晌;;;;;;;;;;;;绵亘;绵行;绵睢;;;;;;;;;;;;;;奕章;奕幸;;;;;;;;;;;;;;;满洲;镶蓝;宗室;;;;;;;;;
1;12610;1;同治;6;1867;光绪;5;1879;;;骁骑校;骁骑校;;481;1;魏秀梅职官表;938;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;87;从一;萨保;;光绪;二十八;1902;六;6;;;;;;;;;;;;;;;;1147;;1793;1852;伊尔根觉罗;济廷;;;;;;;;;;;;;;;;;春明;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶红;;;;;;;;;;
2;4790;0;;;;;;;;;;;;439;3;;;;副都统;3;黑龙江;7;黑龙江副都统;26;从二;僧保;;乾隆;三十七;1774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;;;;;;;;;;
2;5138;1;;;;同治;;;;;笔帖式;笔帖式;;465;3;魏秀梅职官表;716;;副都统;3;黑龙江;7;黑龙江副都统;52;从二;博栋阿;;光绪;六;1880;十;10;十九;18801121;;署;光绪;;;;;;;;;;;8265;;1832;1903;;;;;;;;;;;;;;;;;;;景福;;;;;;;;;;;;;;;;额勒德恩希;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;;;;;
2;4791;1;乾隆;;;乾隆;;;;;侍卫;;;440;3;;;;副都统;3;黑龙江;7;黑龙江副都统;27;从二;雅朗阿;;乾隆;四十;1775;;;;;;;;;;;;;;;;;;788;;;1794;爱新觉罗;;;庄;罗科铎;讷尔图;讷清额;;;;;;;;;;;;恒节;恒谨;恒元;;;;;;;;;;;;;;春和;春庭;春龄;春林;尚格;;;;;;;;;;;;满洲;镶蓝;宗室;;;;;;;;;
2;4734;0;;;;;;;;;;;;425;3;;;;副都统;3;黑龙江;7;黑龙江副都统;12;从二;武查拉;;雍正;三;1725;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;;;;;
1;10806;1;;;;;;;;;领催;领催;;403;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;9;从一;富尔丹;;雍正;四;1726;;;;;;;;;;;;;;;;;;6899;;1826;;富察;森堂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;镶黄;;;;;;领催;;;;
2;4736;0;;;;;;;;;;;;427;3;;;;副都统;3;黑龙江;7;黑龙江副都统;14;从二;那尔赛;;雍正;五;1727;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;;;;;
1;11314;1;乾隆;33;1768;乾隆;38;1773;;;前锋校;前锋校;;427;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;33;从一;舒亮;;乾隆;五十九;1794;十二;12;;;;;;;;;;;;;;;;14222;;;1798;苏佳;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;前锋;;;;
1;10877;1;康熙;;;康熙;;;护;;护军校;护军校;;409;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;15;从一;博第;钵第、伯第;乾隆;三;1783;七;7;;;;;;;;;;;;;;;;3458;;;;完颜;;;;;;;;;;;;;;;;;;那林泰;那启泰;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;;;;;;;;;;
2;4733;0;;;;;;;;;;;;424;3;;;;副都统;3;黑龙江;7;黑龙江副都统;11;从二;阿思海;;雍正;一;1723;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正黄;;;;;;;;;;
2;5120;0;;;;;;;;;;;;462;3;魏秀梅职官表;716;;副都统;3;黑龙江;7;黑龙江副都统;49;从二;吉尔洪额;吉勒洪额;同治;十一;1872;十;10;十六;18721116;;任;光绪;二;1876;六;夏;二十九;18760818;缘事革职;革;未到任前，以倭和署;;0;;1832;1890;库雅拉萨克达;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;甲兵;;;;
2;5216;0;;;;;;;;;;;;473;3;魏秀梅职官表;717;;副都统;3;黑龙江;7;黑龙江副都统;60;从二;凤翔;;光绪;二十五;1900;十二;12;二十五;19000125;;调;光绪;二十七;1901;三;春;十一;19010429;缘事革职;革;;;122;;;;夏;;;;;;之盛;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;汉军;镶黄;;;;;;;;;;
2;4730;0;;;;;;;;;;;;421;3;;;;副都统;3;黑龙江;7;黑龙江副都统;8;从二;法都;;康熙;四十五;1706;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正白;;;;;;;;;;
2;4752;0;;;;;;;;;;;;434;3;;;;副都统;3;黑龙江;7;黑龙江副都统;21;从二;德禄;;乾隆;二十二;1757;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;蒙古;正黄;;;;;;;;;;
2;4789;0;;;;;;;;;;;;438;3;;;;副都统;3;黑龙江;7;黑龙江副都统;25;从二;富珠哩;富珠礼;乾隆;三十五;1770;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正蓝;;;;;;;;;;
1;11346;1;乾隆;40;1775;嘉庆;4;1799;世职;;未入八分辅国公;公;;428;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;34;从一;永琨;;乾隆;六十;1795;九;9;;;;;;;;;;;;;;;;504;;1743;1803;爱新觉罗;;玉华主人;;玄烨;胤禛;弘昼;;;;;;;;;;;;绵令;绵仲;;;;;;;;;;;;;;;奕煌;奕顺;;;;;;;;;;;;;;;满洲;正蓝;宗室;;;;;;;;;
1;10984;1;乾隆;;;乾隆;16;1751;;凤凰城;凤凰城城守尉;城守尉;;415;1;;0;黑龙江将军;将军;4;黑龙江;3;黑龙江将军;21;从一;达色;;乾隆;二十一;1756;三;3;;;;;;;;;;;;;;;;924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;满洲;正黄;;;;;;;;;;
